,name,x1,x2,y1,y2,classname,newFilename
833,00898_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00898_Mask_Mouth_Chin.jpg
1216,01306_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01306_Mask_Mouth_Chin.jpg
1803,3771.png,73,0,326,317,face_with_mask,733771.png
1290,1970.jpg,229,143,293,227,face_other_covering,2291970.jpg
1572,2692.png,83,24,335,311,face_other_covering,832692.png
281,4538.png,192,178,376,446,face_with_mask,1924538.png
3928,2834.png,556,381,716,611,face_with_mask,5562834.png
3984,2357.png,193,58,438,344,face_with_mask,1932357.png
24,4588.png,641,88,770,261,face_with_mask,6414588.png
3437,3486.png,173,0,540,402,face_with_mask,1733486.png
4301,3687.png,5,145,63,264,face_with_mask,53687.png
3658,5221.jpeg,209,150,544,579,face_with_mask,2095221.jpeg
4066,1993.jpg,1162,13,1386,281,face_with_mask,11621993.jpg
2421,3846.png,362,30,534,249,face_with_mask_incorrect,3623846.png
172,00191_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00191_Mask_Nose_Mouth.jpg
4378,1806.jpg,509,184,617,313,face_with_mask,5091806.jpg
3681,5989.jpg,131,122,217,238,face_no_mask,1315989.jpg
4851,6102.jpg,358,123,395,183,face_no_mask,3586102.jpg
380,2183.png,795,18,1026,281,face_with_mask,7952183.png
1599,01707_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01707_Mask_Chin.jpg
89,00102_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00102_Mask_Mouth_Chin.jpg
590,00642_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00642_Mask_Mouth_Chin.jpg
1305,6051.jpg,278,84,334,155,face_no_mask,2786051.jpg
2580,4034.png,142,7,408,349,face_other_covering,1424034.png
141,5611.jpg,1003,123,1118,285,face_other_covering,10035611.jpg
4612,2073.jpg,911,4,4886,3649,face_with_mask,9112073.jpg
4906,3854.png,386,218,465,326,face_with_mask,3863854.png
1210,01300_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01300_Mask_Mouth_Chin.jpg
4588,2898.png,36,0,650,608,face_with_mask,362898.png
1516,01618_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01618_Mask_Mouth_Chin.jpg
1788,3411.png,408,63,673,409,face_with_mask,4083411.png
4275,6295.jpg,122,20,269,185,face_no_mask,1226295.jpg
3905,5172.jpg,379,90,415,140,face_with_mask,3795172.jpg
1045,01126_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01126_Mask_Chin.jpg
1324,01421_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01421_Mask_Mouth_Chin.jpg
37,4866.png,269,98,314,148,face_with_mask,2694866.png
676,5892.jpg,306,576,764,1154,face_no_mask,3065892.jpg
4728,2794.png,838,213,876,264,face_with_mask,8382794.png
1205,01294_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01294_Mask_Nose_Mouth.jpg
720,6286.jpg,93,115,205,248,face_no_mask,936286.jpg
1819,3378.png,307,97,371,171,face_other_covering,3073378.png
378,2832.png,2,80,140,320,face_no_mask,22832.png
558,00607_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00607_Mask_Mouth_Chin.jpg
4614,5216.jpg,2,38,233,413,face_other_covering,25216.jpg
4001,4116.png,648,74,726,183,face_other_covering,6484116.png
986,01063_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01063_Mask_Nose_Mouth.jpg
3417,5383.jpg,357,78,774,633,face_other_covering,3575383.jpg
2166,5914.jpg,184,60,276,181,face_no_mask,1845914.jpg
2807,4604.png,479,235,568,334,face_with_mask,4794604.png
3677,4657.png,298,92,367,160,face_with_mask,2984657.png
173,5112.jpg,67,65,327,497,face_other_covering,675112.jpg
2858,3224.png,332,4,639,408,face_with_mask,3323224.png
476,00523_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00523_Mask_Mouth_Chin.jpg
1051,01132_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01132_Mask_Mouth_Chin.jpg
629,00684_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00684_Mask_Mouth_Chin.jpg
2106,2935.png,390,0,445,85,face_with_mask,3902935.png
4692,4588.png,295,28,431,218,face_with_mask,2954588.png
3506,4082.png,124,200,197,291,face_with_mask,1244082.png
1460,2647.png,378,45,690,495,face_with_mask,3782647.png
3864,6380.jpg,133,106,285,307,face_other_covering,1336380.jpg
532,00579_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00579_Mask_Mouth_Chin.jpg
1313,5064.jpg,977,32,1363,591,face_with_mask,9775064.jpg
4707,1875.jpg,1758,1132,3712,3593,face_other_covering,17581875.jpg
837,3325.png,157,75,466,467,face_with_mask,1573325.png
3496,6184.jpg,497,2,848,267,face_no_mask,4976184.jpg
544,2242.png,264,4,537,361,face_other_covering,2642242.png
1752,01865_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01865_Mask_Nose_Mouth.jpg
939,01013_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01013_Mask_Mouth_Chin.jpg
805,4943.png,265,18,291,52,face_with_mask,2654943.png
1799,2462.png,347,55,446,183,face_other_covering,3472462.png
878,3789.png,142,22,395,355,face_with_mask,1423789.png
2986,3578.png,2,119,260,488,face_other_covering,23578.png
2159,6259.jpeg,643,0,910,359,face_no_mask,6436259.jpeg
1002,4775.png,381,47,448,133,face_with_mask,3814775.png
3007,5056.jpg,160,46,218,154,face_other_covering,1605056.jpg
2152,4205.png,452,139,499,206,face_with_mask,4524205.png
836,4968.png,247,7,458,238,face_other_covering,2474968.png
3150,2534.png,90,195,477,656,face_with_mask,902534.png
1715,4115.png,570,87,734,315,face_with_mask,5704115.png
1059,01140_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01140_Mask_Mouth_Chin.jpg
228,2421.png,163,74,243,171,face_with_mask,1632421.png
681,00740_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00740_Mask_Mouth_Chin.jpg
1107,2326.png,115,12,487,442,face_with_mask,1152326.png
4531,4715.png,388,2,575,205,face_with_mask,3884715.png
2,00001_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00001_Mask_Mouth_Chin.jpg
4971,5692.jpg,129,59,426,518,face_other_covering,1295692.jpg
4274,6150.jpg,134,174,191,237,face_no_mask,1346150.jpg
4025,2970.png,558,26,727,270,face_with_mask,5582970.png
3705,4089.png,449,401,618,481,face_with_mask,4494089.png
138,00153_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00153_Mask_Mouth_Chin.jpg
4076,6133.jpg,464,119,541,193,face_no_mask,4646133.jpg
5061,2678.png,553,11,657,165,face_with_mask,5532678.png
1417,2433.png,30,204,169,367,face_with_mask,302433.png
2494,2733.png,228,157,281,223,face_with_mask,2282733.png
4557,4215.png,54,173,98,219,face_with_mask,544215.png
3557,2124.jpg,944,257,1143,517,face_with_mask,9442124.jpg
341,00373_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00373_Mask_Nose_Mouth.jpg
3639,3890.png,79,1,638,576,face_with_mask,793890.png
3017,2508.png,214,160,364,317,face_with_mask,2142508.png
420,00466_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00466_Mask_Mouth_Chin.jpg
4593,2001.jpg,293,137,525,437,face_with_mask,2932001.jpg
617,00671_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00671_Mask_Mouth_Chin.jpg
4569,5731.jpg,70,200,158,297,face_no_mask,705731.jpg
541,3086.png,133,119,251,211,face_no_mask,1333086.png
1609,01719_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01719_Mask_Mouth_Chin.jpg
58,4381.png,657,201,703,260,face_no_mask,6574381.png
974,01051_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01051_Mask_Mouth_Chin.jpg
4902,3591.png,430,175,525,291,face_with_mask,4303591.png
1330,01428_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01428_Mask_Mouth_Chin.jpg
1654,01764_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01764_Mask_Chin.jpg
4092,4445.png,367,141,411,204,face_with_mask,3674445.png
3192,4493.png,133,191,209,285,face_other_covering,1334493.png
3932,5498.jpg,177,52,566,492,face_other_covering,1775498.jpg
2008,5356.jpg,902,175,1171,506,face_with_mask,9025356.jpg
1215,01305_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01305_Mask_Mouth_Chin.jpg
1697,01808_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01808_Mask_Nose_Mouth.jpg
4311,5219.jpg,197,42,242,91,face_with_mask,1975219.jpg
2799,3679.png,50,119,369,528,face_other_covering,503679.png
528,4356.png,348,33,437,134,face_with_mask,3484356.png
2881,3086.png,400,161,517,282,face_with_mask,4003086.png
167,00185_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00185_Mask_Mouth_Chin.jpg
4420,4517.png,147,49,194,112,face_with_mask,1474517.png
1035,01116_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01116_Mask_Nose_Mouth.jpg
2696,5980.jpg,224,102,273,161,face_no_mask,2245980.jpg
3589,6267.jpg,23,52,149,219,face_no_mask,236267.jpg
4512,5092.jpg,384,53,447,132,face_with_mask,3845092.jpg
577,00628_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00628_Mask_Chin.jpg
920,6271.jpg,263,185,356,292,face_other_covering,2636271.jpg
3,00002_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00002_Mask_Mouth_Chin.jpg
1665,01776_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01776_Mask_Mouth_Chin.jpg
1298,1989.jpg,461,184,585,325,face_with_mask,4611989.jpg
2599,2009.jpg,684,291,852,508,face_with_mask,6842009.jpg
141,00156_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00156_Mask_Chin.jpg
4033,2949.png,512,96,600,192,face_with_mask,5122949.png
2733,6085.jpg,144,69,326,293,face_no_mask,1446085.jpg
1215,2615.png,8,31,223,308,face_with_mask,82615.png
2563,4018.png,768,29,869,123,face_no_mask,7684018.png
3854,4696.png,447,61,529,174,face_with_mask,4474696.png
3210,3824.png,0,33,171,369,face_with_mask_incorrect,03824.png
377,00418_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00418_Mask_Mouth_Chin.jpg
1016,5435.jpg,180,127,553,693,face_with_mask,1805435.jpg
259,00286_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00286_Mask_Mouth_Chin.jpg
4380,5697.jpg,650,8,1176,540,face_no_mask,6505697.jpg
3207,2359.png,538,215,626,433,face_with_mask,5382359.png
1230,2580.png,142,19,288,194,face_with_mask,1422580.png
622,00677_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00677_Mask_Mouth_Chin.jpg
1735,4645.png,223,46,282,128,face_with_mask,2234645.png
2635,3983.png,326,118,353,148,face_with_mask,3263983.png
760,5033.jpg,211,119,296,225,face_with_mask,2115033.jpg
1293,01386_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01386_Mask_Chin.jpg
3386,5034.jpg,501,124,537,172,face_with_mask,5015034.jpg
1009,01088_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01088_Mask_Mouth_Chin.jpg
2305,2739.png,108,1,154,53,face_with_mask,1082739.png
4291,2916.png,181,6,403,240,face_with_mask,1812916.png
511,00558_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00558_Mask_Nose_Mouth.jpg
572,00623_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00623_Mask_Mouth_Chin.jpg
309,2739.png,483,3,530,55,face_with_mask,4832739.png
5018,3939.png,717,118,762,180,face_with_mask,7173939.png
128,4113.png,409,59,564,287,face_with_mask,4094113.png
8,00008_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00008_Mask_Mouth_Chin.jpg
259,4778.png,471,174,523,239,face_with_mask,4714778.png
698,00759_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00759_Mask_Mouth_Chin.jpg
3982,4710.png,500,93,681,313,face_with_mask,5004710.png
3734,4226.png,119,6,430,411,face_with_mask,1194226.png
2335,2612.png,222,51,314,201,face_other_covering,2222612.png
2577,3265.png,384,0,708,477,face_with_mask,3843265.png
934,2258.png,182,254,213,296,face_with_mask,1822258.png
588,2760.png,116,5,526,539,face_with_mask,1162760.png
4009,5172.jpg,122,117,173,177,face_with_mask,1225172.jpg
1465,01566_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01566_Mask_Mouth_Chin.jpg
1852,2422.png,816,271,887,358,face_with_mask,8162422.png
1265,6433.png,765,142,976,364,face_with_mask,7656433.png
4352,5010.jpg,294,199,327,241,face_no_mask,2945010.jpg
810,00874_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00874_Mask_Mouth_Chin.jpg
2704,4275.png,292,9,559,358,face_with_mask,2924275.png
714,00776_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00776_Mask_Mouth_Chin.jpg
614,3065.png,224,30,372,177,face_with_mask,2243065.png
937,3774.png,423,63,532,232,face_with_mask,4233774.png
4741,4723.png,563,66,601,112,face_with_mask,5634723.png
542,4222.png,193,0,512,298,face_with_mask,1934222.png
2638,4917.png,346,84,446,225,face_with_mask,3464917.png
4328,2419.png,337,285,358,311,face_with_mask,3372419.png
530,00577_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00577_Mask_Mouth_Chin.jpg
1830,1914.jpg,695,248,779,341,face_no_mask,6951914.jpg
4849,4992.jpg,341,109,4367,2706,face_other_covering,3414992.jpg
2615,4871.png,45,6,329,340,face_other_covering,454871.png
2925,4764.png,174,98,301,224,face_with_mask,1744764.png
1102,01189_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01189_Mask_Mouth_Chin.jpg
1987,5938.jpg,342,42,431,146,face_no_mask,3425938.jpg
2497,2782.png,153,121,314,332,face_with_mask,1532782.png
4384,6421.png,271,23,436,290,face_with_mask,2716421.png
1325,01422_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01422_Mask_Mouth_Chin.jpg
1075,01158_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01158_Mask_Mouth_Chin.jpg
4740,3269.png,173,0,395,249,face_with_mask,1733269.png
4173,3538.png,622,6,831,277,face_other_covering,6223538.png
4056,5824.jpg,613,82,773,346,face_no_mask,6135824.jpg
3808,4368.png,386,67,451,132,face_with_mask,3864368.png
1773,01887_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01887_Mask_Mouth_Chin.jpg
1379,01478_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01478_Mask_Mouth_Chin.jpg
1541,3193.png,205,184,347,400,face_with_mask_incorrect,2053193.png
780,5139.jpeg,522,194,788,537,face_with_mask,5225139.jpeg
4608,2718.png,424,97,504,184,face_with_mask,4242718.png
3718,5130.jpg,199,56,257,121,face_with_mask,1995130.jpg
39,4299.png,277,86,365,204,face_with_mask,2774299.png
2161,3335.png,235,35,441,323,face_with_mask,2353335.png
366,00405_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00405_Mask_Mouth_Chin.jpg
4828,3378.png,495,180,525,216,face_no_mask,4953378.png
2366,1920.jpg,187,131,410,380,face_with_mask,1871920.jpg
1083,6229.jpg,402,108,758,562,face_no_mask,4026229.jpg
109,00124_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00124_Mask_Mouth_Chin.jpg
3521,2444.png,341,37,433,136,face_no_mask,3412444.png
4279,1953.jpg,3153,562,3412,817,face_no_mask,31531953.jpg
4960,4318.png,203,6,500,374,face_with_mask,2034318.png
3451,4628.png,154,74,536,615,face_with_mask,1544628.png
4636,4027.png,296,270,368,354,face_with_mask,2964027.png
165,5037.jpg,256,77,414,280,face_with_mask,2565037.jpg
1320,3874.png,279,60,586,503,face_other_covering,2793874.png
1524,5297.jpg,242,186,415,420,face_other_covering,2425297.jpg
895,5731.jpg,576,77,683,204,face_other_covering,5765731.jpg
2053,2358.png,130,23,233,142,face_with_mask,1302358.png
635,3905.png,421,152,514,276,face_with_mask,4213905.png
4988,3541.png,152,5,511,514,face_with_mask,1523541.png
3450,5129.jpg,181,36,268,165,face_with_mask,1815129.jpg
67,1891.jpg,255,3,517,354,face_with_mask,2551891.jpg
3281,4063.png,262,7,647,468,face_with_mask,2624063.png
1553,6055.jpg,436,92,603,316,face_no_mask,4366055.jpg
2969,5704.jpg,7,661,788,1682,face_with_mask,75704.jpg
3338,3330.png,105,3,696,525,face_other_covering,1053330.png
1398,4191.png,75,22,329,354,face_with_mask,754191.png
2018,2403.png,55,53,289,386,face_with_mask,552403.png
1495,01597_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01597_Mask_Mouth_Chin.jpg
830,2277.png,491,43,641,241,face_with_mask,4912277.png
230,2093.jpg,325,40,397,117,face_other_covering,3252093.jpg
4044,3790.png,332,161,405,235,face_with_mask,3323790.png
2213,3176.png,331,253,391,321,face_with_mask,3313176.png
975,3640.png,334,115,387,179,face_with_mask_incorrect,3343640.png
887,2422.png,255,35,287,73,face_with_mask,2552422.png
1459,3255.png,22,3,519,651,face_other_covering,223255.png
2288,2695.png,108,185,377,544,face_other_covering,1082695.png
1661,4154.png,141,26,433,415,face_with_mask,1414154.png
3383,4195.png,839,371,870,415,face_other_covering,8394195.png
1715,01827_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01827_Mask_Mouth_Chin.jpg
5055,5164.jpg,467,63,627,259,face_with_mask,4675164.jpg
4820,5986.jpg,360,197,582,464,face_no_mask,3605986.jpg
2282,3353.png,73,227,137,311,face_no_mask,733353.png
1181,6100.jpg,1923,502,2149,740,face_no_mask,19236100.jpg
4731,2532.png,342,89,391,139,face_with_mask,3422532.png
2254,5069.jpg,229,0,497,315,face_with_mask,2295069.jpg
1649,5556.jpg,991,287,1099,453,face_no_mask,9915556.jpg
1049,01130_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01130_Mask_Nose_Mouth.jpg
4042,3569.png,294,69,419,213,face_other_covering,2943569.png
2995,4294.png,276,63,475,280,face_other_covering,2764294.png
2715,1946.jpg,209,13,318,150,face_with_mask,2091946.jpg
2923,3916.png,61,91,118,147,face_with_mask,613916.png
560,00611_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00611_Mask_Mouth_Chin.jpg
2165,4015.png,148,186,223,263,face_other_covering,1484015.png
3167,6000.jpg,741,320,810,401,face_no_mask,7416000.jpg
2627,4999.jpg,42,156,362,469,face_no_mask,424999.jpg
4112,4376.png,111,51,399,444,face_with_mask,1114376.png
585,00637_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00637_Mask_Mouth_Chin.jpg
1171,01259_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01259_Mask_Mouth_Chin.jpg
902,3067.png,361,80,485,208,face_with_mask,3613067.png
3465,3472.png,662,0,855,168,face_with_mask,6623472.png
4546,3592.png,28,0,219,144,face_with_mask,283592.png
639,00695_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00695_Mask_Nose_Mouth.jpg
1199,3980.png,59,212,118,273,face_no_mask,593980.png
1157,4096.png,110,2,198,133,face_with_mask,1104096.png
615,00669_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00669_Mask_Mouth_Chin.jpg
1430,01531_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01531_Mask_Mouth_Chin.jpg
3049,4997.jpg,61,89,138,174,face_with_mask,614997.jpg
1508,01610_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01610_Mask_Mouth_Chin.jpg
3228,4724.png,225,1,548,399,face_with_mask,2254724.png
4695,2603.png,231,45,479,395,face_other_covering,2312603.png
1297,01392_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01392_Mask_Nose_Mouth.jpg
461,00508_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00508_Mask_Mouth_Chin.jpg
2102,6044.jpg,633,34,867,281,face_no_mask,6336044.jpg
176,00196_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00196_Mask_Chin.jpg
4120,6215.jpg,653,162,779,322,face_other_covering,6536215.jpg
3989,2229.png,538,63,584,126,face_with_mask,5382229.png
595,00648_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00648_Mask_Nose_Mouth.jpg
583,00635_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00635_Mask_Nose_Mouth.jpg
1322,01419_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01419_Mask_Mouth_Chin.jpg
1645,01755_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01755_Mask_Mouth_Chin.jpg
4339,1850.jpg,4,24,186,338,face_with_mask,41850.jpg
1592,5627.jpg,295,171,393,286,face_no_mask,2955627.jpg
13,5270.jpg,206,31,270,108,face_other_covering,2065270.jpg
564,3778.png,275,187,365,286,face_with_mask,2753778.png
2707,4826.png,413,49,450,99,face_with_mask,4134826.png
4646,2774.png,58,4,355,409,face_with_mask,582774.png
1454,01555_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01555_Mask_Mouth_Chin.jpg
1011,01090_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01090_Mask_Nose_Mouth.jpg
4945,4436.png,193,151,382,356,face_with_mask,1934436.png
4853,3150.png,424,215,490,279,face_other_covering,4243150.png
4540,4111.png,230,72,970,813,face_with_mask,2304111.png
2090,5501.jpg,626,42,904,375,face_other_covering,6265501.jpg
503,00550_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00550_Mask_Chin.jpg
1137,01224_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01224_Mask_Mouth_Chin.jpg
240,00264_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00264_Mask_Mouth_Chin.jpg
3554,5412.jpg,615,230,824,515,face_with_mask,6155412.jpg
3765,5382.jpg,186,410,331,586,face_other_covering,1865382.jpg
4497,3739.png,415,28,535,198,face_with_mask,4153739.png
562,00613_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00613_Mask_Mouth_Chin.jpg
3218,2757.png,259,37,543,436,face_other_covering,2592757.png
4771,5098.jpeg,276,62,298,80,face_with_mask,2765098.jpeg
2333,4709.png,617,136,713,270,face_with_mask,6174709.png
138,2646.png,165,2,566,515,face_with_mask,1652646.png
188,00210_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00210_Mask_Mouth_Chin.jpg
5052,4884.png,352,20,559,374,face_other_covering,3524884.png
1615,3120.png,400,282,415,304,face_with_mask,4003120.png
2109,6175.jpg,646,123,687,180,face_no_mask,6466175.jpg
409,00455_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00455_Mask_Mouth_Chin.jpg
1090,01175_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01175_Mask_Mouth_Chin.jpg
1017,01096_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01096_Mask_Nose_Mouth.jpg
2701,6228.jpg,122,151,212,275,face_no_mask,1226228.jpg
148,00163_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00163_Mask_Mouth_Chin.jpg
4482,2448.png,173,122,208,162,face_with_mask,1732448.png
4559,2848.png,3,7,356,377,face_with_mask,32848.png
127,00142_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00142_Mask_Nose_Mouth.jpg
4872,6355.jpg,860,105,1022,315,face_no_mask,8606355.jpg
919,3843.png,236,34,622,528,face_other_covering,2363843.png
758,2402.png,269,5,473,273,face_other_covering,2692402.png
3245,2946.png,14,76,78,162,face_with_mask,142946.png
353,00386_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00386_Mask_Mouth_Chin.jpg
3467,3473.png,161,226,270,330,face_with_mask,1613473.png
1945,2457.png,301,238,354,291,face_with_mask,3012457.png
185,1968.jpg,987,235,1102,408,face_other_covering,9871968.jpg
678,2041.jpg,1924,253,2090,462,face_no_mask,19242041.jpg
3421,3772.png,261,22,356,158,face_with_mask,2613772.png
1301,01396_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01396_Mask_Mouth_Chin.jpg
4888,1812.jpg,910,143,936,178,face_no_mask,9101812.jpg
4689,3898.png,102,70,201,195,face_with_mask,1023898.png
227,5121.jpg,153,62,226,156,face_with_mask,1535121.jpg
2465,3243.png,202,152,289,270,face_with_mask,2023243.png
4761,4415.png,131,8,382,297,face_with_mask,1314415.png
2136,4424.png,352,38,526,228,face_with_mask,3524424.png
66,6232.jpg,530,425,630,543,face_no_mask,5306232.jpg
1370,5885.jpg,697,106,841,270,face_no_mask,6975885.jpg
1673,01784_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01784_Mask_Mouth_Chin.jpg
3929,4716.png,47,7,480,457,face_with_mask,474716.png
1255,4808.png,526,107,583,174,face_with_mask,5264808.png
2075,6010.jpg,512,118,562,185,face_no_mask,5126010.jpg
4254,1896.jpg,333,57,473,239,face_with_mask,3331896.jpg
2490,4447.png,136,84,281,241,face_with_mask,1364447.png
3679,5006.jpg,894,142,1364,804,face_with_mask,8945006.jpg
2137,2744.png,0,30,286,510,face_with_mask,02744.png
648,2380.png,78,254,175,373,face_other_covering,782380.png
3675,4766.png,50,306,104,372,face_with_mask,504766.png
3138,4073.png,312,310,364,376,face_no_mask,3124073.png
1635,6067.jpg,339,46,413,142,face_no_mask,3396067.jpg
768,4536.png,887,197,990,307,face_with_mask,8874536.png
1364,4721.png,240,211,502,605,face_other_covering,2404721.png
1418,01519_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01519_Mask_Chin.jpg
1247,01337_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01337_Mask_Mouth_Chin.jpg
3263,2000.jpg,573,99,754,322,face_with_mask,5732000.jpg
2797,3315.png,99,59,399,416,face_other_covering,993315.png
888,5396.jpg,226,1,824,676,face_other_covering,2265396.jpg
1667,2299.png,357,68,418,146,face_with_mask,3572299.png
2625,2497.png,773,108,928,313,face_with_mask,7732497.png
959,01036_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01036_Mask_Mouth_Chin.jpg
2091,2325.png,31,103,348,587,face_with_mask,312325.png
4679,4835.png,245,7,458,226,face_with_mask,2454835.png
3796,4505.png,8,9,278,399,face_with_mask,84505.png
1468,01569_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01569_Mask_Mouth_Chin.jpg
4200,4575.png,386,118,521,390,face_with_mask_incorrect,3864575.png
