,Unnamed: 0,name,x1,x2,y1,y2,classname,newFilename
5353,281,00308_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00308_Mask_Mouth_Chin.jpg
5241,169,00187_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00187_Mask_Mouth_Chin.jpg
4454,4470,4373.png,369,45,788,518,face_other_covering,3694373.png
1091,1096,4013.png,588,96,655,195,face_with_mask,5884013.png
4173,4189,5934.jpg,617,207,711,330,face_no_mask,6175934.jpg
2853,2864,2647.png,51,8,396,426,face_with_mask,512647.png
1811,1819,3378.png,307,97,371,171,face_other_covering,3073378.png
1413,1419,2044.jpg,166,47,255,150,face_with_mask,1662044.jpg
2052,2062,4650.png,524,287,652,384,face_with_mask,5244650.png
5955,883,00953_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00953_Mask_Mouth_Chin.jpg
3961,3977,3972.png,438,198,510,296,face_with_mask,4383972.png
5368,296,00323_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00323_Mask_Mouth_Chin.jpg
5707,635,00691_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00691_Mask_Mouth_Chin.jpg
4863,4880,2084.jpg,414,4,550,192,face_with_mask,4142084.jpg
4364,4380,5697.jpg,650,8,1176,540,face_no_mask,6505697.jpg
4366,4382,2732.png,244,136,278,184,face_with_mask,2442732.png
5446,374,00415_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00415_Mask_Mouth_Chin.jpg
3775,3791,4712.png,317,76,538,332,face_with_mask,3174712.png
3476,3491,2309.png,239,9,512,318,face_with_mask,2392309.png
4430,4446,3861.png,450,19,481,82,face_no_mask,4503861.png
3680,3696,6150.jpg,345,203,394,260,face_no_mask,3456150.jpg
5575,503,00550_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00550_Mask_Chin.jpg
6100,1028,01108_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01108_Mask_Mouth_Chin.jpg
2197,2208,3100.png,191,7,557,370,face_with_mask,1913100.png
568,570,5055.jpg,264,241,887,1186,face_with_mask,2645055.jpg
6461,1389,01489_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01489_Mask_Mouth_Chin.jpg
1690,1697,5858.jpg,217,110,469,419,face_no_mask,2175858.jpg
1678,1685,2422.png,349,20,381,60,face_with_mask,3492422.png
4381,4397,5992.jpg,333,385,381,456,face_no_mask,3335992.jpg
550,552,3009.png,570,45,816,316,face_with_mask,5703009.png
4948,4965,6318.jpg,691,40,888,301,face_no_mask,6916318.jpg
2547,2558,6312.jpg,227,187,539,578,face_other_covering,2276312.jpg
1701,1708,2174.png,238,33,469,374,face_with_mask,2382174.png
5317,245,00270_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00270_Mask_Mouth_Chin.jpg
3569,3584,4141.png,392,105,453,186,face_with_mask,3924141.png
3103,3115,4054.png,45,4,379,400,face_other_covering,454054.png
1721,1729,2214.png,91,192,314,497,face_with_mask,912214.png
2669,2680,4995.jpg,186,70,291,232,face_with_mask,1864995.jpg
1910,1919,2422.png,154,165,201,219,face_with_mask,1542422.png
439,441,5098.jpeg,348,93,369,113,face_with_mask,3485098.jpeg
6450,1378,01477_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01477_Mask_Mouth_Chin.jpg
673,677,2813.png,0,305,33,382,face_with_mask,02813.png
4970,4987,6062.jpg,8,52,275,454,face_no_mask,86062.jpg
1372,1378,3763.png,18,3,356,378,face_with_mask,183763.png
1149,1154,4272.png,356,72,485,233,face_with_mask,3564272.png
1647,1654,1809.jpg,915,78,1419,742,face_no_mask,9151809.jpg
2510,2521,4649.png,174,115,381,402,face_no_mask,1744649.png
4037,4053,4249.png,303,453,419,576,face_with_mask,3034249.png
5557,485,00532_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00532_Mask_Mouth_Chin.jpg
3850,3866,5028.jpg,295,215,514,456,face_with_mask,2955028.jpg
2396,2407,3037.png,802,251,870,340,face_with_mask,8023037.png
2463,2474,4123.png,322,2,731,443,face_with_mask,3224123.png
4514,4530,2904.png,418,176,459,229,face_with_mask,4182904.png
1775,1783,5720.jpg,266,17,398,176,face_other_covering,2665720.jpg
4993,5010,6223.jpg,167,188,287,318,face_no_mask,1676223.jpg
4023,4039,2418.png,225,5,481,312,face_with_mask,2252418.png
5543,471,00518_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00518_Mask_Mouth_Chin.jpg
3762,3778,5962.jpg,521,413,589,496,face_other_covering,5215962.jpg
6536,1464,01565_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01565_Mask_Mouth_Chin.jpg
5169,97,00110_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00110_Mask_Chin.jpg
3615,3631,3468.png,192,3,225,41,face_with_mask,1923468.png
3356,3369,3082.png,773,48,824,124,face_no_mask,7733082.png
5097,25,00027_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00027_Mask_Chin.jpg
5950,878,00947_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00947_Mask_Mouth_Chin.jpg
2742,2753,5740.jpg,207,64,276,152,face_with_mask,2075740.jpg
6147,1075,01158_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01158_Mask_Mouth_Chin.jpg
2486,2497,2782.png,153,121,314,332,face_with_mask,1532782.png
2904,2915,3764.png,3,4,466,492,face_with_mask,33764.png
5831,759,00821_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00821_Mask_Mouth_Chin.jpg
3423,3438,6411.png,152,267,437,621,face_with_mask,1526411.png
1881,1890,4444.png,269,142,369,274,face_with_mask,2694444.png
2250,2261,4978.png,244,146,403,366,face_with_mask,2444978.png
1495,1501,3513.png,735,132,839,246,face_with_mask,7353513.png
4762,4779,2779.png,380,164,456,255,face_with_mask,3802779.png
5925,853,00918_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00918_Mask_Mouth_Chin.jpg
2878,2889,4441.png,113,95,435,537,face_other_covering,1134441.png
1073,1078,3811.png,429,115,467,171,face_with_mask,4293811.png
1974,1983,5283.jpg,288,210,504,483,face_with_mask,2885283.jpg
4954,4971,5692.jpg,129,59,426,518,face_other_covering,1295692.jpg
6188,1116,01203_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01203_Mask_Mouth_Chin.jpg
5065,5082,1861.jpg,518,116,938,632,face_other_covering,5181861.jpg
1795,1803,3771.png,73,0,326,317,face_with_mask,733771.png
6588,1516,01618_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01618_Mask_Mouth_Chin.jpg
6167,1095,01182_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01182_Mask_Chin.jpg
4940,4957,4614.png,572,126,887,531,face_with_mask,5724614.png
2978,2989,2701.png,128,0,579,579,face_with_mask,1282701.png
376,377,3246.png,96,172,173,258,face_with_mask,963246.png
5681,609,00663_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00663_Mask_Mouth_Chin.jpg
2368,2379,2114.jpeg,233,113,439,393,face_with_mask,2332114.jpeg
5764,692,00752_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00752_Mask_Mouth_Chin.jpg
5902,830,00895_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00895_Mask_Mouth_Chin.jpg
5447,375,00416_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00416_Mask_Mouth_Chin.jpg
5573,501,00548_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00548_Mask_Mouth_Chin.jpg
180,180,3178.png,625,17,802,242,face_with_mask,6253178.png
4224,4240,1833.jpg,287,238,334,308,face_no_mask,2871833.jpg
4853,4870,6341.jpg,3,45,122,299,face_no_mask,36341.jpg
480,482,4169.png,237,10,499,370,face_with_mask,2374169.png
3817,3833,6142.jpg,333,157,508,372,face_no_mask,3336142.jpg
6325,1253,01343_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01343_Mask_Mouth_Chin.jpg
4749,4766,3891.png,237,101,299,169,face_with_mask,2373891.png
6890,1818,01933_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01933_Mask_Mouth_Chin.jpg
3794,3810,6417.png,266,76,626,631,face_with_mask,2666417.png
2553,2564,4214.png,558,67,691,204,face_with_mask,5584214.png
1633,1640,4846.png,254,145,412,371,face_with_mask,2544846.png
4119,4135,2478.png,235,60,473,375,face_with_mask,2352478.png
337,338,6334.jpg,762,33,1026,397,face_no_mask,7626334.jpg
1005,1010,4728.png,455,174,490,222,face_with_mask,4554728.png
4964,4981,6094.jpg,292,166,3178,4357,face_no_mask,2926094.jpg
3805,3821,6111.jpg,429,159,926,727,face_no_mask,4296111.jpg
2570,2581,2707.png,189,43,535,498,face_with_mask,1892707.png
2564,2575,6393.jpg,239,20,317,123,face_other_covering,2396393.jpg
3334,3347,4041.png,110,2,628,615,face_with_mask,1104041.png
2541,2552,5282.jpg,465,72,543,165,face_other_covering,4655282.jpg
3986,4002,5097.jpg,185,46,298,165,face_with_mask,1855097.jpg
5646,574,00625_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00625_Mask_Mouth_Chin.jpg
6649,1577,01684_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01684_Mask_Mouth_Chin.jpg
4887,4904,2659.png,183,10,531,525,face_with_mask,1832659.png
5123,51,00058_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00058_Mask_Mouth_Chin.jpg
2391,2402,5334.jpg,295,56,400,195,face_other_covering,2955334.jpg
4130,4146,2812.png,81,108,261,360,face_with_mask,812812.png
890,895,5731.jpg,576,77,683,204,face_other_covering,5765731.jpg
5356,284,00311_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00311_Mask_Nose_Mouth.jpg
4604,4620,4854.png,416,35,567,220,face_with_mask,4164854.png
3508,3523,2344.png,621,102,675,155,face_other_covering,6212344.png
2947,2958,3237.png,434,44,578,231,face_with_mask,4343237.png
4111,4127,1916.jpg,228,79,308,179,face_with_mask_incorrect,2281916.jpg
3316,3329,5653.jpg,751,324,1161,868,face_other_covering,7515653.jpg
2062,2072,3985.png,475,196,520,259,face_with_mask,4753985.png
4058,4074,4796.png,288,68,474,295,face_no_mask,2884796.png
6051,979,01056_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01056_Mask_Mouth_Chin.jpg
5837,765,00827_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00827_Mask_Mouth_Chin.jpg
2799,2810,4223.png,34,2,907,686,face_with_mask,344223.png
2509,2520,3334.png,1030,90,1089,156,face_other_covering,10303334.png
6090,1018,01097_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01097_Mask_Mouth_Chin.jpg
198,198,3214.png,433,267,509,362,face_with_mask,4333214.png
1818,1826,5947.jpg,1193,256,1576,761,face_no_mask,11935947.jpg
3012,3023,3379.png,58,10,329,340,face_no_mask,583379.png
5271,199,00221_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00221_Mask_Mouth_Chin.jpg
5164,92,00105_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00105_Mask_Mouth_Chin.jpg
6460,1388,01488_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01488_Mask_Mouth_Chin.jpg
2876,2887,2294.png,258,94,298,135,face_with_mask,2582294.png
964,969,5042.jpg,134,184,296,438,face_other_covering,1345042.jpg
2682,2693,4959.png,9,115,264,388,face_other_covering,94959.png
3113,3125,2193.png,363,200,652,616,face_with_mask,3632193.png
965,970,5219.jpg,9,0,67,64,face_with_mask,95219.jpg
4319,4335,3589.png,70,423,162,524,face_with_mask,703589.png
1092,1097,4049.png,439,51,600,261,face_with_mask,4394049.png
4442,4458,2377.png,309,23,609,433,face_other_covering,3092377.png
5804,732,00794_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00794_Mask_Mouth_Chin.jpg
4671,4688,6000.jpg,349,545,422,642,face_no_mask,3496000.jpg
1054,1059,4924.png,29,11,283,382,face_with_mask,294924.png
2567,2578,6179.jpg,248,93,325,165,face_no_mask,2486179.jpg
1061,1066,6068.jpg,251,41,347,157,face_other_covering,2516068.jpg
5556,484,00531_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00531_Mask_Mouth_Chin.jpg
6602,1530,01632_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01632_Mask_Chin.jpg
3948,3964,2441.png,145,237,229,321,face_with_mask,1452441.png
1264,1269,5963.jpg,558,145,675,300,face_no_mask,5585963.jpg
3738,3754,4919.png,280,29,384,170,face_with_mask,2804919.png
3719,3735,6233.jpg,252,76,516,449,face_no_mask,2526233.jpg
5351,279,00306_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00306_Mask_Mouth_Chin.jpg
4542,4558,3902.png,625,5,834,230,face_with_mask,6253902.png
2027,2037,6291.jpg,110,41,324,300,face_no_mask,1106291.jpg
711,716,3181.png,241,61,332,182,face_no_mask,2413181.png
1119,1124,4566.png,0,206,207,650,face_with_mask,04566.png
2554,2565,1948.jpg,1380,266,2179,1408,face_other_covering,13801948.jpg
5615,543,00590_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00590_Mask_Mouth_Chin.jpg
1805,1813,5384.jpg,24,1,535,544,face_other_covering,245384.jpg
3324,3337,4551.png,45,50,255,304,face_with_mask,454551.png
2002,2011,5686.jpg,210,274,611,767,face_other_covering,2105686.jpg
1421,1427,4207.png,392,108,461,198,face_with_mask,3924207.png
491,493,3367.png,450,69,600,279,face_other_covering,4503367.png
3648,3664,2097.jpg,234,85,554,393,face_other_covering,2342097.jpg
3332,3345,2419.png,186,427,268,500,face_no_mask,1862419.png
1983,1992,3437.png,79,25,496,608,face_with_mask,793437.png
6367,1295,01389_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01389_Mask_Mouth_Chin.jpg
5039,5056,1881.jpg,630,12,1002,445,face_with_mask,6301881.jpg
5074,2,00001_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00001_Mask_Mouth_Chin.jpg
344,345,6204.jpg,2262,957,2425,1164,face_no_mask,22626204.jpg
2604,2615,4871.png,45,6,329,340,face_other_covering,454871.png
4476,4492,4350.png,318,82,367,143,face_other_covering,3184350.png
4999,5016,3978.png,96,54,142,141,face_with_mask,963978.png
3560,3575,4406.png,278,42,522,405,face_with_mask,2784406.png
4249,4265,5607.jpg,294,44,633,502,face_no_mask,2945607.jpg
5466,394,00439_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00439_Mask_Mouth_Chin.jpg
6867,1795,01909_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01909_Mask_Mouth_Chin.jpg
2120,2131,4081.png,366,75,418,152,face_with_mask,3664081.png
947,952,3961.png,121,526,205,641,face_with_mask,1213961.png
1465,1471,3589.png,412,69,557,254,face_with_mask,4123589.png
5363,291,00318_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00318_Mask_Mouth_Chin.jpg
1688,1695,2641.png,177,142,509,601,face_with_mask,1772641.png
3671,3687,3718.png,537,71,685,256,face_with_mask,5373718.png
3716,3732,5726.jpg,363,0,600,278,face_other_covering,3635726.jpg
1513,1519,2293.png,532,335,627,426,face_with_mask,5322293.png
4047,4063,5969.jpg,274,6,401,151,face_other_covering,2745969.jpg
3884,3900,4330.png,416,115,479,181,face_with_mask,4164330.png
5979,907,00979_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00979_Mask_Chin.jpg
6677,1605,01714_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01714_Mask_Mouth_Chin.jpg
1028,1033,3302.png,246,49,433,308,face_with_mask,2463302.png
4727,4744,3982.png,537,21,605,119,face_with_mask,5373982.png
6433,1361,01460_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01460_Mask_Mouth_Chin.jpg
6202,1130,01217_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01217_Mask_Nose_Mouth.jpg
3509,3524,3358.png,796,288,899,438,face_with_mask,7963358.png
3800,3816,6400.jpg,436,115,590,339,face_with_mask,4366400.jpg
2321,2332,2373.png,340,210,415,311,face_with_mask,3402373.png
4220,4236,6120.jpg,208,48,352,208,face_no_mask,2086120.jpg
2546,2557,2330.png,529,230,622,309,face_other_covering,5292330.png
2387,2398,4174.png,446,127,583,309,face_with_mask,4464174.png
6797,1725,01838_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01838_Mask_Mouth_Chin.jpg
2218,2229,4106.png,481,116,557,206,face_with_mask,4814106.png
6030,958,01035_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01035_Mask_Mouth_Chin.jpg
5064,5081,5730.jpg,168,40,217,102,face_other_covering,1685730.jpg
1120,1125,4195.png,681,321,740,380,face_other_covering,6814195.png
120,120,6041.jpg,47,116,160,242,face_no_mask,476041.jpg
674,678,2041.jpg,1924,253,2090,462,face_no_mask,19242041.jpg
4305,4321,4722.png,406,175,463,231,face_with_mask,4064722.png
5568,496,00543_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00543_Mask_Mouth_Chin.jpg
4207,4223,6181.jpg,272,35,429,274,face_no_mask,2726181.jpg
5291,219,00242_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00242_Mask_Mouth_Chin.jpg
6606,1534,01637_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01637_Mask_Mouth_Chin.jpg
364,365,2900.png,359,5,579,247,face_with_mask,3592900.png
5970,898,00969_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00969_Mask_Mouth_Chin.jpg
1781,1789,4537.png,220,217,289,285,face_with_mask,2204537.png
3622,3638,4238.png,227,47,522,444,face_with_mask,2274238.png
5085,13,00014_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00014_Mask_Mouth_Chin.jpg
1782,1790,2821.png,140,23,258,216,face_other_covering,1402821.png
2588,2599,2009.jpg,684,291,852,508,face_with_mask,6842009.jpg
2175,2186,4938.png,321,278,479,427,face_other_covering,3214938.png
1126,1131,6054.png,13,62,155,191,face_no_mask,136054.png
6338,1266,01357_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01357_Mask_Mouth_Chin.jpg
1395,1401,3579.png,207,143,272,228,face_with_mask,2073579.png
1766,1774,3749.png,158,1,605,425,face_with_mask,1583749.png
2794,2805,6197.jpg,363,57,466,182,face_no_mask,3636197.jpg
5559,487,00534_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00534_Mask_Mouth_Chin.jpg
6719,1647,01757_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01757_Mask_Mouth_Chin.jpg
6847,1775,01889_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01889_Mask_Mouth_Chin.jpg
4251,4267,3421.png,128,80,273,285,face_with_mask,1283421.png
1141,1146,3297.png,438,393,627,595,face_with_mask,4383297.png
5729,657,00714_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00714_Mask_Mouth_Chin.jpg
818,823,6357.jpg,307,19,890,753,face_no_mask,3076357.jpg
1254,1259,5426.jpg,152,174,558,693,face_with_mask,1525426.jpg
1165,1170,4921.png,552,169,809,468,face_with_mask,5524921.png
3863,3879,2457.png,420,238,473,289,face_with_mask,4202457.png
83,83,6288.jpg,617,98,693,200,face_other_covering,6176288.jpg
3533,3548,5620.jpg,313,3,568,291,face_no_mask,3135620.jpg
2671,2682,5558.jpg,179,14,350,251,face_other_covering,1795558.jpg
6764,1692,01803_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01803_Mask_Mouth_Chin.jpg
3882,3898,6301.jpg,394,89,518,274,face_no_mask,3946301.jpg
500,502,2623.png,383,257,431,320,face_with_mask,3832623.png
4670,4687,3811.png,239,165,294,236,face_with_mask,2393811.png
2806,2817,4210.png,242,13,443,279,face_with_mask,2424210.png
4612,4628,1926.jpg,442,84,805,489,face_with_mask,4421926.jpg
5083,11,00012_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00012_Mask_Chin.jpg
3019,3031,2405.png,404,157,472,237,face_with_mask,4042405.png
4531,4547,4374.png,243,32,674,512,face_with_mask,2434374.png
318,319,6096.jpg,264,53,489,324,face_no_mask,2646096.jpg
269,269,2505.png,421,199,654,531,face_with_mask,4212505.png
3510,3525,3253.png,335,3,495,170,face_no_mask,3353253.png
1594,1601,3628.png,365,145,580,416,face_with_mask,3653628.png
2386,2397,6068.jpg,183,104,229,165,face_no_mask,1836068.jpg
5760,688,00748_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00748_Mask_Mouth_Chin.jpg
4982,4999,5234.jpg,128,137,580,777,face_no_mask,1285234.jpg
1967,1976,5514.jpg,947,156,1449,763,face_with_mask,9475514.jpg
1177,1182,4013.png,855,87,901,140,face_with_mask,8554013.png
6912,1840,01956_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01956_Mask_Mouth_Chin.jpg
5916,844,00909_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00909_Mask_Mouth_Chin.jpg
4942,4959,1854.jpg,442,230,560,368,face_with_mask,4421854.jpg
2521,2532,4076.png,628,93,694,170,face_with_mask,6284076.png
3207,3219,5634.jpg,80,24,208,138,face_other_covering,805634.jpg
2573,2584,4381.png,216,49,350,235,face_with_mask,2164381.png
6383,1311,01408_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01408_Mask_Mouth_Chin.jpg
4582,4598,3207.png,3,3,720,604,face_with_mask,33207.png
1451,1457,3950.png,252,63,598,397,face_with_mask,2523950.png
6114,1042,01123_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01123_Mask_Mouth_Chin.jpg
3068,3080,5011.jpg,281,115,390,227,face_with_mask,2815011.jpg
3743,3759,4943.png,361,151,435,239,face_with_mask,3614943.png
1084,1089,3225.png,25,19,331,423,face_with_mask,253225.png
5632,560,00611_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00611_Mask_Mouth_Chin.jpg
3720,3736,4007.png,276,178,568,576,face_with_mask,2764007.png
601,603,2598.png,218,3,586,322,face_with_mask,2182598.png
6906,1834,01950_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01950_Mask_Mouth_Chin.jpg
3673,3689,3719.png,490,238,521,280,face_with_mask,4903719.png
2828,2839,6248.jpg,513,0,621,114,face_no_mask,5136248.jpg
6623,1551,01655_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01655_Mask_Mouth_Chin.jpg
3435,3450,5129.jpg,181,36,268,165,face_with_mask,1815129.jpg
4859,4876,4370.png,136,6,475,326,face_with_mask,1364370.png
4660,4677,2362.png,3,171,145,338,face_with_mask,32362.png
108,108,4046.png,786,72,921,252,face_with_mask,7864046.png
3627,3643,6277.jpg,577,91,780,312,face_no_mask,5776277.jpg
6645,1573,01680_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01680_Mask_Mouth_Chin.jpg
4182,4198,2125.png,1087,182,1231,376,face_other_covering,10872125.png
2347,2358,4010.png,270,122,325,186,face_with_mask,2704010.png
6471,1399,01500_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01500_Mask_Mouth_Chin.jpg
3557,3572,4075.png,228,20,576,448,face_with_mask,2284075.png
2615,2626,6342.jpg,390,26,528,227,face_no_mask,3906342.jpg
6609,1537,01640_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01640_Mask_Mouth_Chin.jpg
1450,1456,2477.png,169,64,477,540,face_with_mask,1692477.png
2875,2886,2459.png,42,248,423,766,face_with_mask,422459.png
1480,1486,4409.png,287,26,642,464,face_with_mask,2874409.png
1188,1193,3407.png,185,108,232,169,face_with_mask,1853407.png
1267,1272,3365.png,172,17,222,71,face_other_covering,1723365.png
1802,1810,3056.png,268,27,373,168,face_with_mask,2683056.png
3391,3404,6316.jpg,637,326,716,409,face_no_mask,6376316.jpg
4630,4647,2644.png,439,36,574,249,face_other_covering,4392644.png
4609,4625,3703.png,148,1,608,545,face_with_mask,1483703.png
5762,690,00750_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00750_Mask_Mouth_Chin.jpg
5711,639,00695_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00695_Mask_Nose_Mouth.jpg
6675,1603,01712_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01712_Mask_Nose_Mouth.jpg
4296,4312,3478.png,202,116,256,191,face_with_mask,2023478.png
5910,838,00903_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00903_Mask_Nose_Mouth.jpg
5818,746,00808_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00808_Mask_Mouth_Chin.jpg
6304,1232,01322_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01322_Mask_Mouth_Chin.jpg
4893,4910,2433.png,436,70,555,183,face_with_mask,4362433.png
6257,1185,01273_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01273_Mask_Mouth_Chin.jpg
6864,1792,01906_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01906_Mask_Mouth_Chin.jpg
1009,1014,1977.jpg,470,113,884,572,face_no_mask,4701977.jpg
5981,909,00981_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00981_Mask_Mouth_Chin.jpg
288,288,3766.png,196,104,263,190,face_other_covering,1963766.png
3819,3835,6423.png,154,0,560,504,face_with_mask,1546423.png
2845,2856,3468.png,2,157,67,219,face_with_mask,23468.png
4477,4493,5583.jpg,163,206,705,1023,face_other_covering,1635583.jpg
2662,2673,2349.png,29,69,285,343,face_other_covering,292349.png
2729,2740,2017.jpg,0,289,307,623,face_other_covering,02017.jpg
2836,2847,5217.jpg,1130,1205,1875,2038,face_with_mask,11305217.jpg
4772,4789,2048.jpg,31,302,152,424,face_no_mask,312048.jpg
2716,2727,4624.png,218,20,420,264,face_with_mask,2184624.png
5975,903,00975_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00975_Mask_Mouth_Chin.jpg
2348,2359,5467.jpg,170,29,355,291,face_other_covering,1705467.jpg
321,322,2284.png,19,70,99,129,face_other_covering,192284.png
2505,2516,2564.png,298,132,439,312,face_with_mask,2982564.png
906,911,4186.png,180,103,328,295,face_other_covering,1804186.png
6510,1438,01539_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01539_Mask_Mouth_Chin.jpg
4690,4707,1875.jpg,1758,1132,3712,3593,face_other_covering,17581875.jpg
6754,1682,01793_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01793_Mask_Mouth_Chin.jpg
