index,name,x1,x2,y1,y2,classname,newFilename
3765,4455.png,181,47,291,220,face_with_mask,1814455.png
5528,4127.png,116,172,360,462,face_with_mask,1164127.png
5548,4502.png,8,81,185,298,face_no_mask,84502.png
3912,5449.jpg,375,219,662,447,face_other_covering,3755449.jpg
1907,3037.png,906,210,1039,359,face_with_mask,9063037.png
6918,5186.jpg,597,6,4764,3987,face_with_mask,5975186.jpg
2464,3636.png,312,317,359,380,face_with_mask,3123636.png
5055,3427.png,416,91,490,181,face_with_mask,4163427.png
6743,6288.jpg,172,120,219,184,face_no_mask,1726288.jpg
1878,1887.jpg,101,5,655,636,face_with_mask,1011887.jpg
6737,2034.jpg,443,138,540,251,face_with_mask,4432034.jpg
6765,5692.jpg,129,59,426,518,face_other_covering,1295692.jpg
746,4917.png,346,84,446,225,face_with_mask,3464917.png
2913,2129.jpg,203,6,496,373,face_other_covering,2032129.jpg
3044,4766.png,592,0,714,90,face_with_mask,5924766.png
503,3503.png,213,43,589,525,face_with_mask_incorrect,2133503.png
191,4806.png,110,251,244,380,face_no_mask,1104806.png
3203,5572.jpg,438,17,580,182,face_other_covering,4385572.jpg
5662,6032.jpg,167,4,528,451,face_no_mask,1676032.jpg
3128,5021.jpg,136,46,331,292,face_no_mask,1365021.jpg
1571,3381.png,112,57,390,460,face_with_mask,1123381.png
6098,1947.jpg,59,83,130,174,face_with_mask,591947.jpg
2877,2298.png,466,133,552,233,face_with_mask,4662298.png
4698,2047.jpg,489,141,547,232,face_with_mask,4892047.jpg
3959,5040.jpeg,263,64,374,194,face_with_mask,2635040.jpeg
3702,3269.png,173,0,395,249,face_with_mask,1733269.png
3444,5220.jpg,189,8,351,214,face_with_mask,1895220.jpg
1170,6000.jpg,225,445,312,556,face_no_mask,2256000.jpg
6921,4041.png,110,2,628,615,face_with_mask,1104041.png
6645,2443.png,94,2,412,308,face_no_mask,942443.png
1345,5171.jpg,466,42,523,120,face_with_mask,4665171.jpg
5646,6359.jpg,295,281,384,400,face_no_mask,2956359.jpg
6403,5999.jpg,74,2,306,218,face_no_mask,745999.jpg
945,4677.png,297,16,359,103,face_with_mask,2974677.png
5940,3372.png,622,128,660,212,face_no_mask,6223372.png
4995,2223.png,427,137,575,270,face_with_mask,4272223.png
1332,3349.png,426,177,588,364,face_with_mask,4263349.png
1862,6179.jpg,248,93,325,165,face_no_mask,2486179.jpg
6989,4279.png,3,4,244,379,face_with_mask,34279.png
3710,4024.png,287,24,519,354,face_with_mask,2874024.png
4624,6066.jpg,265,77,372,203,face_no_mask,2656066.jpg
3598,5200.jpg,365,152,510,342,face_with_mask,3655200.jpg
1913,1967.jpg,539,74,631,177,face_no_mask,5391967.jpg
2346,6197.jpg,578,110,643,189,face_other_covering,5786197.jpg
3275,5059.jpg,239,0,669,475,face_other_covering,2395059.jpg
6485,3137.png,480,226,525,296,face_with_mask,4803137.png
5566,4747.png,35,7,384,396,face_with_mask,354747.png
3896,6209.jpg,466,214,556,337,face_no_mask,4666209.jpg
6501,6281.jpg,541,93,645,227,face_no_mask,5416281.jpg
3911,4270.png,267,166,462,418,face_with_mask,2674270.png
4366,3354.png,62,31,426,456,face_with_mask,623354.png
6744,6288.jpg,81,125,141,195,face_no_mask,816288.jpg
666,3751.png,60,18,422,460,face_with_mask,603751.png
3802,2373.png,18,43,163,239,face_with_mask,182373.png
5096,4544.png,13,7,480,403,face_with_mask,134544.png
1131,3524.png,280,160,330,222,face_with_mask,2803524.png
3261,1935.jpg,117,359,790,1211,face_no_mask,1171935.jpg
1261,3521.png,5,130,194,392,face_with_mask,53521.png
1902,4833.png,508,105,680,322,face_with_mask,5084833.png
2480,1878.jpg,759,1336,3234,4226,face_other_covering,7591878.jpg
4993,2705.png,163,0,723,565,face_with_mask,1632705.png
4354,5164.jpg,151,66,375,380,face_with_mask,1515164.jpg
5202,3885.png,51,37,413,588,face_with_mask,513885.png
6343,5459.jpeg,96,97,505,623,face_no_mask,965459.jpeg
521,3396.png,93,7,641,610,face_with_mask,933396.png
2371,2693.png,288,77,405,267,face_no_mask,2882693.png
5322,3468.png,377,152,411,209,face_with_mask,3773468.png
1578,2098.jpg,339,63,592,437,face_no_mask,3392098.jpg
6349,4549.png,72,9,429,501,face_with_mask,724549.png
188,6203.jpg,396,202,774,739,face_no_mask,3966203.jpg
5837,2361.png,280,69,603,447,face_with_mask,2802361.png
3787,5503.png,312,0,605,264,face_other_covering,3125503.png
2836,4736.png,124,124,207,217,face_with_mask,1244736.png
5800,4290.png,240,12,674,514,face_with_mask,2404290.png
2353,3982.png,183,0,307,159,face_with_mask,1833982.png
2655,1989.jpg,250,96,366,227,face_no_mask,2501989.jpg
3119,5139.jpeg,110,8,228,152,face_with_mask,1105139.jpeg
4179,5051.jpg,354,19,422,98,face_with_mask,3545051.jpg
5696,5156.jpg,214,96,626,585,face_with_mask,2145156.jpg
7191,3159.png,304,7,541,338,face_with_mask,3043159.png
7057,2523.png,41,32,445,648,face_with_mask,412523.png
2737,2838.png,13,2,409,384,face_with_mask,132838.png
3703,4985.png,308,225,366,310,face_with_mask,3084985.png
3156,4728.png,633,175,706,241,face_with_mask,6334728.png
3914,4555.png,322,5,756,646,face_with_mask,3224555.png
5075,4013.png,500,116,532,159,face_with_mask,5004013.png
3005,3698.png,330,118,451,255,face_with_mask,3303698.png
1983,2395.png,209,128,242,170,face_with_mask,2092395.png
5928,5013.jpg,303,120,377,200,face_with_mask,3035013.jpg
3062,3771.png,73,0,326,317,face_with_mask,733771.png
1415,5654.jpg,798,299,958,489,face_other_covering,7985654.jpg
7017,4902.png,229,5,321,140,face_with_mask,2294902.png
4439,3002.png,356,292,426,378,face_with_mask,3563002.png
5097,4760.png,314,154,405,264,face_with_mask,3144760.png
3642,4330.png,586,135,613,167,face_no_mask,5864330.png
4406,3036.png,241,54,388,253,face_with_mask,2413036.png
1918,6006.jpg,463,207,553,292,face_other_covering,4636006.jpg
4284,5076.jpg,372,128,456,242,face_with_mask,3725076.jpg
5698,2648.png,601,13,720,166,face_with_mask,6012648.png
99,4538.png,322,51,523,325,face_with_mask,3224538.png
1647,5358.jpg,306,594,540,884,face_other_covering,3065358.jpg
2905,5762.jpg,537,23,905,410,face_other_covering,5375762.jpg
3763,4085.png,0,50,25,123,face_with_mask,04085.png
3990,3293.png,464,3,560,152,face_with_mask,4643293.png
6451,4594.png,405,97,499,210,face_with_mask,4054594.png
615,5202.jpg,314,49,506,299,face_with_mask,3145202.jpg
898,2716.png,129,47,276,262,face_with_mask,1292716.png
4336,5575.jpg,777,3,1642,1006,face_no_mask,7775575.jpg
105,2194.png,230,58,399,254,face_with_mask,2302194.png
2140,3811.png,0,171,17,222,face_with_mask,03811.png
1049,1976.jpg,778,99,1338,793,face_with_mask,7781976.jpg
5699,2648.png,1,239,54,332,face_other_covering,12648.png
1207,2619.png,102,5,542,369,face_with_mask,1022619.png
6144,2141.jpg,490,79,653,262,face_with_mask,4902141.jpg
6284,2685.png,32,251,120,371,face_with_mask,322685.png
5113,4526.png,222,87,511,419,face_with_mask,2224526.png
3333,2843.png,251,5,481,346,face_with_mask,2512843.png
434,2704.png,110,36,482,487,face_with_mask,1102704.png
4185,2195.png,56,3,342,298,face_with_mask,562195.png
6958,4702.png,410,219,446,269,face_with_mask,4104702.png
6946,3508.png,192,109,523,468,face_other_covering,1923508.png
3326,5932.jpg,285,105,454,346,face_no_mask,2855932.jpg
399,3514.png,171,103,381,306,face_with_mask,1713514.png
3362,2008.jpg,433,267,455,292,face_no_mask,4332008.jpg
5898,5370.jpg,428,197,729,491,face_other_covering,4285370.jpg
4844,2354.png,109,190,154,245,face_with_mask,1092354.png
6525,5934.jpg,617,207,711,330,face_no_mask,6175934.jpg
4536,2000.jpg,196,12,389,247,face_with_mask,1962000.jpg
1822,4018.png,489,202,609,352,face_with_mask,4894018.png
5238,6156.jpg,450,235,644,480,face_no_mask,4506156.jpg
7158,5038.jpg,454,64,581,230,face_with_mask,4545038.jpg
4208,2871.png,397,304,496,500,face_with_mask,3972871.png
5110,5689.jpg,445,1,694,344,face_with_mask,4455689.jpg
6014,3526.png,208,2,519,363,face_with_mask,2083526.png
5090,4283.png,70,7,423,427,face_with_mask,704283.png
2469,2627.png,449,207,522,295,face_with_mask,4492627.png
6726,2179.png,204,51,528,542,face_with_mask,2042179.png
1936,2924.png,263,6,358,124,face_other_covering,2632924.png
1628,6088.jpg,1032,687,1275,988,face_no_mask,10326088.jpg
1688,3430.png,217,231,270,288,face_with_mask,2173430.png
4904,6113.jpg,280,32,403,216,face_other_covering,2806113.jpg
3324,6256.jpg,416,191,568,387,face_no_mask,4166256.jpg
2791,4588.png,295,28,431,218,face_with_mask,2954588.png
1374,3164.png,193,26,322,171,face_with_mask,1933164.png
3079,2787.png,336,182,389,251,face_other_covering,3362787.png
2414,2052.jpg,627,190,699,277,face_with_mask,6272052.jpg
6886,3317.png,109,31,346,456,face_other_covering,1093317.png
538,3578.png,450,36,614,284,face_no_mask,4503578.png
3694,1959.jpg,313,206,955,958,face_with_mask,3131959.jpg
1776,3695.png,204,250,252,311,face_with_mask_incorrect,2043695.png
2144,3811.png,406,277,471,364,face_with_mask,4063811.png
2868,2966.png,333,4,550,270,face_no_mask,3332966.png
5543,5841.jpg,592,21,916,421,face_other_covering,5925841.jpg
3918,3310.png,68,231,282,550,face_with_mask,683310.png
5270,2812.png,98,58,125,89,face_no_mask,982812.png
1153,2515.png,412,29,464,229,face_with_mask,4122515.png
6264,3941.png,323,61,404,175,face_with_mask,3233941.png
3472,2188.png,173,115,370,368,face_with_mask,1732188.png
3879,3910.png,585,203,605,234,face_with_mask,5853910.png
6370,6433.png,765,142,976,364,face_with_mask,7656433.png
3459,4022.png,393,0,614,242,face_with_mask,3934022.png
4004,5288.jpg,328,160,591,411,face_other_covering,3285288.jpg
6907,6109.jpg,522,133,629,274,face_other_covering,5226109.jpg
2902,5366.jpg,353,106,632,408,face_other_covering,3535366.jpg
3600,1837.jpg,870,17,1008,288,face_with_mask,8701837.jpg
1084,3184.png,41,5,141,84,face_other_covering,413184.png
4434,2835.png,120,134,394,562,face_with_mask,1202835.png
5987,3632.png,149,59,518,552,face_with_mask,1493632.png
4930,4698.png,231,106,348,258,face_with_mask,2314698.png
3177,4580.png,57,51,111,129,face_with_mask,574580.png
5061,5381.jpg,72,110,380,517,face_no_mask,725381.jpg
7022,3772.png,261,22,356,158,face_with_mask,2613772.png
6729,2006.jpg,207,50,310,178,face_with_mask,2072006.jpg
2601,6164.jpg,929,21,1205,370,face_no_mask,9296164.jpg
2684,1833.jpg,4,0,88,121,face_with_mask,41833.jpg
5251,4466.png,439,78,499,171,face_with_mask,4394466.png
4340,3657.png,116,2,394,441,face_other_covering,1163657.png
5493,2123.jpg,260,111,363,285,face_with_mask,2602123.jpg
1363,3511.png,69,80,288,337,face_no_mask,693511.png
1222,5093.jpg,476,25,571,140,face_with_mask_incorrect,4765093.jpg
5869,2677.png,37,20,194,229,face_with_mask,372677.png
24,3939.png,518,106,563,174,face_with_mask_incorrect,5183939.png
4214,5128.jpg,67,69,111,134,face_with_mask,675128.jpg
5766,4957.png,162,18,257,131,face_other_covering,1624957.png
5576,3070.png,587,110,643,163,face_with_mask,5873070.png
2678,4499.png,239,125,291,183,face_other_covering,2394499.png
2394,5180.jpg,372,0,516,165,face_with_mask,3725180.jpg
3423,3353.png,769,93,820,181,face_other_covering,7693353.png
4058,3431.png,99,154,500,524,face_other_covering,993431.png
1155,2451.png,255,78,346,193,face_with_mask,2552451.png
1749,3693.png,345,307,380,347,face_with_mask_incorrect,3453693.png
7179,2988.png,166,63,245,151,face_with_mask,1662988.png
2026,4487.png,143,7,427,385,face_with_mask,1434487.png
656,3703.png,148,1,608,545,face_with_mask,1483703.png
5190,1875.jpg,1758,1132,3712,3593,face_other_covering,17581875.jpg
4333,2506.png,34,131,175,318,face_with_mask,342506.png
1759,3648.png,2,256,141,430,face_with_mask,23648.png
2745,4778.png,471,174,523,239,face_with_mask,4714778.png
3404,3469.png,679,179,752,274,face_with_mask,6793469.png
3498,3274.png,166,2,545,484,face_with_mask,1663274.png
6912,3559.png,275,188,352,276,face_other_covering,2753559.png
284,6418.png,462,274,534,374,face_with_mask_incorrect,4626418.png
4571,5375.jpg,305,34,581,373,face_other_covering,3055375.jpg
6809,3230.png,247,0,670,395,face_with_mask,2473230.png
552,3727.png,217,371,269,424,face_no_mask,2173727.png
2100,2446.png,111,129,373,470,face_other_covering,1112446.png
6419,5115.jpg,373,126,1405,1427,face_other_covering,3735115.jpg
2060,3000.png,347,221,418,330,face_no_mask,3473000.png
3200,3487.png,81,59,564,653,face_with_mask,813487.png
2403,4219.png,474,115,532,202,face_with_mask,4744219.png
3524,2419.png,1,308,22,347,face_with_mask,12419.png
3506,2117.jpg,2479,634,3074,1429,face_with_mask,24792117.jpg
7123,3739.png,415,28,535,198,face_with_mask,4153739.png
7220,6284.jpg,184,203,224,266,face_other_covering,1846284.jpg
920,3480.png,153,2,303,117,face_other_covering,1533480.png
5666,5756.jpg,477,495,821,903,face_other_covering,4775756.jpg
1697,3408.png,276,33,378,177,face_with_mask,2763408.png
2222,6228.jpg,319,123,342,158,face_no_mask,3196228.jpg
6625,5092.jpg,84,105,207,263,face_with_mask,845092.jpg
583,3758.png,112,4,455,441,face_with_mask,1123758.png
2345,2248.png,220,74,401,319,face_other_covering,2202248.png
4391,2595.png,260,81,547,482,face_with_mask,2602595.png
6255,3356.png,399,84,565,221,face_other_covering,3993356.png
1832,2607.png,196,150,271,243,face_with_mask,1962607.png
4358,2041.jpg,1924,253,2090,462,face_no_mask,19242041.jpg
7036,1900.png,403,219,541,361,face_with_mask,4031900.png
4685,3891.png,237,101,299,169,face_with_mask,2373891.png
6549,1888.jpg,247,131,474,415,face_no_mask,2471888.jpg
3241,2229.png,538,63,584,126,face_with_mask,5382229.png
1810,1857.jpg,318,27,540,345,face_no_mask,3181857.jpg
5799,2629.png,331,11,430,144,face_no_mask,3312629.png
2027,6159.jpg,369,20,561,240,face_no_mask,3696159.jpg
3628,5730.jpg,168,40,217,102,face_other_covering,1685730.jpg
6635,5313.jpeg,488,111,811,493,face_other_covering,4885313.jpeg
5859,4473.png,378,32,591,345,face_no_mask,3784473.png
5909,1949.jpg,656,71,789,222,face_with_mask,6561949.jpg
4044,6277.jpg,577,91,780,312,face_no_mask,5776277.jpg
6301,4247.png,208,118,373,369,face_with_mask,2084247.png
4025,3266.png,352,228,696,610,face_with_mask,3523266.png
5102,4220.png,458,41,672,311,face_with_mask,4584220.png
3651,3471.png,198,138,269,225,face_with_mask,1983471.png
2179,4781.png,182,314,393,576,face_with_mask,1824781.png
3640,4330.png,416,115,479,181,face_with_mask,4164330.png
2129,3181.png,52,28,129,113,face_other_covering,523181.png
1465,5363.jpg,165,1,509,359,face_other_covering,1655363.jpg
12,1987.jpg,72,150,103,191,face_no_mask,721987.jpg
4735,2967.png,325,5,484,216,face_no_mask,3252967.png
2958,4367.png,225,7,685,481,face_with_mask,2254367.png
4327,3548.png,62,21,410,483,face_with_mask,623548.png
1702,4122.png,730,57,924,237,face_other_covering,7304122.png
5141,6400.jpg,646,100,772,256,face_with_mask,6466400.jpg
4757,6314.jpg,391,226,519,437,face_no_mask,3916314.jpg
1025,3579.png,420,309,495,400,face_with_mask,4203579.png
343,3465.png,210,5,448,266,face_with_mask,2103465.png
1561,5095.jpg,269,123,369,246,face_with_mask,2695095.jpg
282,2598.png,218,3,586,322,face_with_mask,2182598.png
4438,3002.png,11,263,118,406,face_with_mask,113002.png
3105,6320.jpg,241,326,371,484,face_no_mask,2416320.jpg
5385,3868.png,252,84,359,233,face_with_mask,2523868.png
2491,5885.jpg,697,106,841,270,face_no_mask,6975885.jpg
2723,5989.jpg,596,148,684,238,face_no_mask,5965989.jpg
6478,2427.png,486,152,547,232,face_with_mask,4862427.png
5394,4638.png,157,0,555,603,face_other_covering,1574638.png
1476,2096.jpg,120,99,217,298,face_no_mask,1202096.jpg
975,5659.jpg,424,86,716,514,face_other_covering,4245659.jpg
4839,3744.png,138,0,203,74,face_with_mask,1383744.png
6998,5411.jpg,358,57,591,361,face_no_mask,3585411.jpg
327,3635.png,340,230,450,370,face_with_mask,3403635.png
5035,4663.png,540,5,645,136,face_with_mask,5404663.png
5146,5225.jpg,725,86,1224,732,face_other_covering,7255225.jpg
1329,4485.png,255,106,460,328,face_no_mask,2554485.png
4821,1916.jpg,725,93,805,192,face_with_mask,7251916.jpg
3469,4928.png,264,186,332,262,face_other_covering,2644928.png
644,3971.png,353,31,617,271,face_with_mask,3533971.png
5121,5409.jpg,336,51,519,313,face_no_mask,3365409.jpg
4027,6253.jpg,357,158,529,386,face_no_mask,3576253.jpg
3955,5129.jpg,181,36,268,165,face_with_mask,1815129.jpg
1085,3184.png,450,97,537,267,face_no_mask,4503184.png
1645,2549.png,133,109,259,249,face_with_mask,1332549.png
1843,2429.png,237,75,446,382,face_with_mask,2372429.png
4319,2751.png,185,263,294,435,face_with_mask,1852751.png
1610,5530.jpg,2,252,87,428,face_no_mask,25530.jpg
4751,5787.jpg,544,41,861,455,face_no_mask,5445787.jpg
3554,6286.jpg,93,115,205,248,face_no_mask,936286.jpg
7112,5658.png,437,1,1006,538,face_other_covering,4375658.png
2125,3181.png,241,61,332,182,face_no_mask,2413181.png
4181,2360.png,286,6,666,362,face_with_mask,2862360.png
7264,3389.png,101,2,435,456,face_with_mask,1013389.png
4286,5076.jpg,780,136,864,248,face_with_mask,7805076.jpg
6261,2192.png,293,16,541,350,face_with_mask,2932192.png
3377,5151.jpg,306,123,340,164,face_with_mask,3065151.jpg
2001,2171.png,6,176,284,552,face_with_mask,62171.png
5407,5256.jpg,672,26,2182,1975,face_no_mask,6725256.jpg
1007,3350.png,88,91,204,211,face_with_mask,883350.png
1288,5049.jpg,391,108,667,504,face_with_mask,3915049.jpg
4540,2637.png,483,107,525,155,face_with_mask,4832637.png
6222,4096.png,24,22,150,180,face_with_mask,244096.png
5650,3844.png,100,0,324,295,face_with_mask,1003844.png
2950,6289.jpg,526,95,621,191,face_no_mask,5266289.jpg
31,4415.png,131,8,382,297,face_with_mask,1314415.png
3672,2440.png,346,94,480,241,face_with_mask,3462440.png
1941,2597.png,212,10,542,405,face_with_mask,2122597.png
4969,3690.png,342,47,404,119,face_other_covering,3423690.png
226,5027.jpg,365,12,526,203,face_with_mask,3655027.jpg
525,2398.png,107,46,424,424,face_with_mask,1072398.png
5334,2625.png,216,190,354,352,face_with_mask,2162625.png
1019,5920.jpeg,476,180,1003,861,face_other_covering,4765920.jpeg
877,5632.jpg,292,2,405,145,face_no_mask,2925632.jpg
3749,4697.png,398,114,518,259,face_with_mask,3984697.png
1903,4261.png,134,13,431,376,face_with_mask,1344261.png
3110,6272.jpg,181,321,457,630,face_other_covering,1816272.jpg
187,4507.png,172,13,366,249,face_with_mask,1724507.png
6076,1953.jpg,3153,562,3412,817,face_no_mask,31531953.jpg
6268,3239.png,684,4,920,289,face_with_mask,6843239.png
4946,3517.png,405,0,527,188,face_with_mask,4053517.png
6433,3921.png,181,19,394,331,face_with_mask,1813921.png
5717,2157.png,452,45,682,347,face_other_covering,4522157.png
5545,3215.png,191,4,395,270,face_with_mask,1913215.png
3849,2122.jpg,507,368,566,439,face_with_mask,5072122.jpg
4627,6252.jpg,281,275,343,350,face_no_mask,2816252.jpg
4278,6060.jpg,33,94,184,315,face_no_mask,336060.jpg
1187,5446.jpg,251,142,594,445,face_other_covering,2515446.jpg
3341,5963.jpg,236,248,366,388,face_other_covering,2365963.jpg
6916,4257.png,323,94,475,330,face_with_mask,3234257.png
798,1838.jpg,126,131,209,228,face_other_covering,1261838.jpg
3599,1837.jpg,374,71,568,328,face_with_mask,3741837.jpg
3446,3069.png,59,145,346,561,face_with_mask,593069.png
1886,6415.png,192,25,631,692,face_with_mask,1926415.png
2183,3324.png,91,5,612,566,face_with_mask,913324.png
6865,5529.png,167,8,413,328,face_no_mask,1675529.png
5338,5327.jpg,411,57,682,425,face_other_covering,4115327.jpg
2525,5714.jpg,827,285,2133,1959,face_with_mask,8275714.jpg
6639,3303.png,393,186,444,252,face_with_mask,3933303.png
5279,4867.png,265,8,505,274,face_with_mask,2654867.png
2563,3413.png,623,218,648,291,face_with_mask,6233413.png
3477,4074.png,253,30,293,81,face_with_mask,2534074.png
7037,1900.png,409,211,570,342,face_with_mask,4091900.png
6938,6270.jpg,393,383,500,518,face_no_mask,3936270.jpg
3766,4455.png,342,82,464,264,face_with_mask,3424455.png
7055,3961.png,185,428,251,522,face_no_mask,1853961.png
2949,6289.jpg,236,194,282,253,face_no_mask,2366289.jpg
4016,4089.png,258,36,379,173,face_other_covering,2584089.png
2588,6259.jpeg,106,14,417,412,face_no_mask,1066259.jpeg
5145,2340.png,248,122,436,343,face_with_mask,2482340.png
5316,6139.jpg,258,92,379,212,face_no_mask,2586139.jpg
3507,2742.png,393,93,536,295,face_with_mask,3932742.png
3935,4498.png,704,153,811,384,face_with_mask,7044498.png
6246,3008.png,2,15,73,114,face_with_mask,23008.png
3715,5161.jpg,200,0,590,458,face_no_mask,2005161.jpg
7192,5177.jpg,1,343,418,952,face_no_mask,15177.jpg
4464,4182.png,114,29,442,491,face_with_mask,1144182.png
6647,2861.png,193,3,562,517,face_with_mask,1932861.png
1750,6420.png,331,150,538,462,face_with_mask,3316420.png
3319,4474.png,125,15,298,214,face_other_covering,1254474.png
118,5725.jpg,108,82,358,349,face_other_covering,1085725.jpg
5567,2099.jpg,639,151,892,469,face_with_mask,6392099.jpg
3016,6353.jpg,2647,537,3225,1269,face_no_mask,26476353.jpg
2285,4537.png,220,217,289,285,face_with_mask,2204537.png
925,4934.png,422,25,503,123,face_with_mask,4224934.png
5993,5183.jpg,549,207,631,292,face_other_covering,5495183.jpg
2240,4049.png,439,51,600,261,face_with_mask,4394049.png
7091,4141.png,2,64,117,211,face_with_mask,24141.png
9,4287.png,80,0,629,599,face_with_mask,804287.png
7266,2460.png,261,36,417,239,face_other_covering,2612460.png
4756,6314.jpg,164,113,317,319,face_no_mask,1646314.jpg
5805,2005.jpg,396,390,1231,1420,face_no_mask,3962005.jpg
4736,3434.png,94,61,298,359,face_other_covering,943434.png
3229,2739.png,548,0,599,47,face_with_mask,5482739.png
62,4040.png,860,173,915,252,face_with_mask,8604040.png
4373,5998.jpg,263,39,358,164,face_other_covering,2635998.jpg
6364,4404.png,963,75,1181,389,face_with_mask,9634404.png
2717,2836.png,139,41,473,450,face_with_mask,1392836.png
6242,4517.png,147,49,194,112,face_with_mask,1474517.png
5693,6121.jpg,700,55,996,448,face_no_mask,7006121.jpg
6975,4978.png,244,146,403,366,face_with_mask,2444978.png
601,5253.jpg,405,0,1237,859,face_no_mask,4055253.jpg
4028,3909.png,290,87,462,265,face_with_mask,2903909.png
1442,3702.png,52,16,363,408,face_no_mask,523702.png
2270,2744.png,538,150,624,266,face_with_mask,5382744.png
3467,2606.png,271,83,437,353,face_with_mask,2712606.png
1325,2076.jpg,367,50,503,220,face_with_mask,3672076.jpg
1928,3841.png,425,5,482,64,face_no_mask,4253841.png
4800,2238.png,375,126,512,312,face_with_mask_incorrect,3752238.png
5191,3091.png,6,326,179,524,face_with_mask,63091.png
6993,1812.jpg,465,52,581,189,face_with_mask,4651812.jpg
831,4410.png,288,183,487,455,face_with_mask,2884410.png
6327,3445.png,228,17,482,320,face_with_mask,2283445.png
3558,6286.jpg,402,336,519,498,face_no_mask,4026286.jpg
3126,5329.jpg,109,9,595,729,face_other_covering,1095329.jpg
4980,4046.png,786,72,921,252,face_with_mask,7864046.png
3054,4711.png,719,64,852,212,face_with_mask,7194711.png
3433,3399.png,375,4,579,210,face_other_covering,3753399.png
6982,2125.png,734,143,927,419,face_other_covering,7342125.png
1735,4660.png,273,119,320,174,face_with_mask,2734660.png
5674,5599.jpg,296,144,627,507,face_other_covering,2965599.jpg
3705,4603.png,244,69,422,328,face_with_mask,2444603.png
812,3928.png,198,52,283,169,face_with_mask,1983928.png
3050,5650.jpg,1552,283,2040,893,face_no_mask,15525650.jpg
6448,3219.png,340,6,656,423,face_with_mask,3403219.png
6390,6287.jpg,216,171,298,267,face_no_mask,2166287.jpg
6117,6274.jpg,609,33,738,195,face_no_mask,6096274.jpg
2944,2884.png,192,53,358,296,face_with_mask,1922884.png
5231,5984.jpg,258,5,331,105,face_no_mask,2585984.jpg
1303,3243.png,202,152,289,270,face_with_mask,2023243.png
3735,2356.png,266,14,361,142,face_with_mask,2662356.png
4891,6056.jpg,260,7,503,288,face_no_mask,2606056.jpg
5935,2295.png,59,73,155,206,face_with_mask,592295.png
2440,2191.png,263,129,525,464,face_with_mask,2632191.png
2438,3384.png,379,0,696,286,face_with_mask,3793384.png
1609,5530.jpg,189,224,280,337,face_other_covering,1895530.jpg
3247,4955.png,74,3,525,449,face_other_covering,744955.png
5601,3178.png,4,2,122,123,face_no_mask,43178.png
6745,6288.jpg,0,150,45,206,face_no_mask,06288.jpg
1993,2421.png,249,122,398,353,face_with_mask,2492421.png
1463,3374.png,228,39,356,243,face_other_covering,2283374.png
4793,2319.png,317,1,638,361,face_other_covering,3172319.png
715,4779.png,200,90,254,169,face_with_mask,2004779.png
1728,2438.png,302,6,531,374,face_other_covering,3022438.png
4398,5008.jpg,805,169,911,307,face_with_mask,8055008.jpg
4981,4046.png,914,1,971,66,face_with_mask,9144046.png
557,4834.png,125,0,332,210,face_with_mask,1254834.png
5088,3892.png,509,87,551,155,face_with_mask,5093892.png
4863,5834.jpg,81,68,177,204,face_no_mask,815834.jpg
1322,5916.jpg,180,55,626,630,face_no_mask,1805916.jpg
1967,3875.png,1,2,164,285,face_with_mask_incorrect,13875.png
2013,2214.png,91,192,314,497,face_with_mask,912214.png
3074,4709.png,336,26,481,215,face_with_mask,3364709.png
6704,3006.png,233,195,476,502,face_with_mask,2333006.png
4720,5711.jpg,2084,168,3478,2245,face_other_covering,20845711.jpg
6706,2532.png,159,90,219,159,face_with_mask,1592532.png
4749,4354.png,161,32,250,148,face_other_covering,1614354.png
6522,5949.jpg,356,217,420,278,face_no_mask,3565949.jpg
1376,4079.png,19,11,194,200,face_with_mask,194079.png
224,5357.jpg,287,183,372,301,face_no_mask,2875357.jpg
3318,3767.png,315,131,392,245,face_with_mask,3153767.png
4503,3300.png,183,169,276,253,face_with_mask,1833300.png
647,6107.png,680,72,857,289,face_no_mask,6806107.png
2040,6053.jpg,311,113,522,347,face_other_covering,3116053.jpg
4330,4678.png,176,2,547,483,face_with_mask,1764678.png
620,3904.png,503,151,598,303,face_with_mask,5033904.png
49,2755.png,147,7,414,329,face_other_covering,1472755.png
3489,4169.png,237,10,499,370,face_with_mask,2374169.png
6226,3807.png,444,2,776,323,face_with_mask,4443807.png
719,3509.png,107,142,254,284,face_with_mask,1073509.png
1369,4389.png,5,79,221,386,face_with_mask_incorrect,54389.png
4435,4459.png,106,3,560,465,face_with_mask,1064459.png
1849,5939.jpg,120,236,200,311,face_no_mask,1205939.jpg
2146,6021.jpg,205,93,300,215,face_no_mask,2056021.jpg
1825,4018.png,167,21,271,132,face_no_mask,1674018.png
3129,2271.png,120,7,433,321,face_with_mask,1202271.png
708,4419.png,82,8,467,425,face_with_mask,824419.png
624,4071.png,571,5,676,110,face_with_mask,5714071.png
1060,6175.jpg,758,116,808,188,face_no_mask,7586175.jpg
3041,2701.png,128,0,579,579,face_with_mask,1282701.png
4815,3528.png,163,22,421,364,face_with_mask,1633528.png
5870,4851.png,468,151,550,245,face_with_mask,4684851.png
3115,5139.jpeg,222,97,409,348,face_with_mask,2225139.jpeg
4673,5476.jpg,390,105,527,279,face_other_covering,3905476.jpg
1256,3572.png,250,275,296,338,face_with_mask,2503572.png
